"text","positive","negative"
" life is funny and ironic at the same time isn`****?","0","0"
"Can`t believe ER is over","0","0"
"producing the 6 with  then anchoring... and a sad goodbye to Miss Lynne Ashminov  we will miss you!","0","1"
" just got Zion tweet","0","0"
" Sounds good to me!  Taylor + Kellie on tour together is just pure genious!","1","0"
"Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections","1","0"
" haha so the whole worlds there then lol","0","0"
"Up and packing. Its the last day of youth camp","0","0"
"Ready to chill on the couch and watch a movie","0","0"
"tummy hurts","0","1"
"When you see someone without a smile pass them yours","0","0"
"Chemistry is not fun..","0","1"
"OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal","1","0"
" that is so sad. wish I can do something big for the kids. may God Bless the kids always.","0","0"
"dared to go back and look at that vid I made - I may take it down","0","0"
"how r u feeling? and when r u guys coming back to canad?... come to vancouver!","0","0"
"i hate having the same hair for too long. i think i want super looong hair now","0","1"
" Yes I did see Mitch Hedberg and the whole floss thing.  He`s hilarious.  I <3 him.  Poor guy","0","0"
"I can`t I`m on my iPhone","0","0"
" my kid is sick too tho..i can`t do it by myself.  i can`t go there by myself like a crazy stalker","0","1"
"   I need a wardrobe intervention","0","0"
"My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\","0","0"
"is enjoying the night with her folks.","1","0"
"Nooooo! Its going to rain on my birthday","0","1"
" You should try it. It`s the way of The Deena","0","0"
"feeling really dizzy  not soo good","0","1"
"Good morning!!! Who wants breakfast??","1","0"
"Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer","1","0"
"Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats ","1","0"
"i am doing homework it sux big time maths is the worst!!!!!!","0","1"
" mark harmon just got shot on my tv","0","0"
"I want some Starbucks..","0","0"
"to my pretty lady  HAPPY MOTHER`S DAY!!! She`s the mother of my future son-in-laws","1","0"
" I LOVE pb & banana sandwiches!! Still a fav of mine","1","0"
"Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.","1","0"
"_ Oh please mark all toe tweets with #toe.  is trying to make trening topic out of #toe","0","0"
"Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though","1","0"
" HaHa i Forgot...It`ll Probably Be On Youtube...So I`ll Watch It Later","0","0"
"Averaged $31 per hour at work today! Gotta love holidays","1","0"
" Oh that`s why.","0","0"
" congratss to them","1","0"
" I know... It was just a joke... all in good fun...  some people get my humor & some don`t...","1","0"
"loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!","1","0"
"Wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super","0","0"
"Chilling out....now the boys have gone  Time To Relax","1","0"
"Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done","0","0"
"the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha","0","0"
" I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore'","1","0"
" awwwh - i`m sorry  i hope you fell better - watch a film ?","0","0"
" Bummer yo.  I`m starting up finals too soon...so I guess I`ll see you around the second week of June then.","0","1"
"Two fantastic shows in a row","1","0"
"At work... supposed to be a day off but too much work to get done for PLM World... sigh","0","1"
" I miss my cats.... But not on Sunday mornings! Mine did that to","0","1"
"Having serious technical issues in the studio  oh well thank god for the technician","0","0"
"shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.","1","0"
" I love finding regional groups of Twitterers! Glad I could connect you with a few new people","1","0"
"Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair","0","0"
" I`m having no luck either  Doing my nut in! Who are you hoping to see?","0","1"
"Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux  and that it was a one time thing","0","1"
" // your FACE is stupid.   thanks... i miss you too. HA!","0","0"
"trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it","0","0"
" kill her","0","1"
"Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !","0","1"
" Man it will be a sweep no worries","1","0"
"_tastic Awww that is sweet","1","0"
"ive burned like a ginger kid in the sun. now my arms are red","0","1"
" soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL","0","1"
"What do you think I`m doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php","0","0"
"is sadly sitting at home when she could be going to a partyyyyy","0","1"
" Link didn`t work","0","1"
"is 99% sober at Brittney`s with Becky and Brit  <3","0","1"
" HIII!!!!  i`ve missed you  just bored....what about u?","0","1"
"http://twitpic.com/67bpd - This store at the airport is as close as we`ll get to WDW during this trip.","0","0"
" Nite. Now I`m up n bored as opposed to almost sleep frm b 4","0","1"
"_x ah that`s annoying","0","1"
"reunited and it feels so good","1","0"
"Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!","1","0"
"I SO should`ve gone right now!!! *wish I could alter time!!  *","0","1"
" No  sadly its not  bit disappointed will try again later see if i change my mind","0","1"
"to doente","0","0"
"New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...","0","1"
"My tummy hurts  go away cramps! I hate chuu!!!!","0","1"
" Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>","1","0"
" ohh kayy fasho if u go tonight have fun for me","1","0"
"were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now","0","1"
"he`s here   sleep over with the MR. night peeps !","0","0"
"Has an hour left of revision","0","0"
"is sitting at home wishing that i didnt have to work today. ask for it off and still have to work","0","0"
"Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today","1","0"
" yeah those are better ads  It makes them look part of your content rather than blatant adverts ;)","1","0"
"Borat was so less ****  http://bit.ly/iZkab","0","0"
"in Singapore! its so warm over here! Having a blast already","1","0"
" Hope you  feel better soon little Magic Girl","1","0"
"just get back home. the first exam was too long no time to finish it ...","0","0"
"back at Wingman after a great weekend","1","0"
"Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://tinyurl.com/dx8as4","1","0"
" you suck majorly  i`m swamped...so why am I on twitter...I don`t know...but still  a golf tournament?","0","1"
"Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!","0","0"
"Good Morning Everyone. !.!. Time for work","0","0"
" nice! I wish twitter would tile mine","1","0"
" OHH. haha ok thanks","0","0"
"i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation","0","1"
" yay were all saved! Weve overcome god again!","1","0"
"watching run fat boy run...haha its soo funny.","1","0"
" i need lele to answer meeee! Haha.","1","0"
"implementing will_paginate  on my website; i love rails","1","0"
" and Boat is dining Bones in Peru - double","0","0"
"Rofl. I love you too Trina.","1","0"
"Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park","0","0"
" ! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lol","0","0"
"Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!","0","0"
"  congratulations on your shirt btw!","1","0"
" That sucks!    It`s thundering here.  I`m getting ready to shut down.","0","1"
"Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!","1","0"
"Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot","0","0"
"just gott home from work and now relaxing","1","0"
" baby help me with math","1","0"
"Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.","0","0"
"happy momies day!","1","0"
"Morning everybody","0","0"
" pictures ross.","0","0"
" nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!","1","0"
" i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.","0","1"
"Almost got sharpied in the face while falling asleep  being sick sucks!!!","0","1"
"is allergic to you...Oh NO!","0","1"
": I sent you an other call me back message  x","0","0"
"I am so bored","0","1"
" haha i love surprises! i don`t work til sunday tho so i have to wait.","1","0"
" we won`t be in town  email me if there is another one though.","0","0"
"Soooo full that im starting to feel sick","0","1"
" I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo","0","0"
"Happy May Bank Holiday British Peeps","1","0"
"is going to the Derny race with Sofie & Cindy.... And i`ll see Eric there !","0","0"
"causee not everyone can pass the challenge test duh","0","0"
"Thinks she`s getting sick.....","0","1"
"Trip to the zoo today","0","0"
"  Wish you both a very Happy and Fabulous Mother`s Day!","1","0"
"is loving the half day! If only it wasn`t raining.  Soccer Practice tonightt.","1","0"
"flipping out on my hairloss....gotta go to the doc.","0","1"
"had a great night","1","0"
" this kitteh likes going in front... or behind... or to the side...of the box.","0","0"
" Oh God bless you","1","0"
"Checkin out oramarecords.com. Got a fever and cnt sleep","0","1"
"Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!","1","0"
" So what do you do when you wake up? Morning by the way","0","0"
"don`t feel good","0","1"
" noooooooooo my parrents found my stash","0","1"
"The pool is just not fun without Tim in it...","0","1"
" And it`s such glorious weather too - poor you","0","0"
" I was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent","0","0"
"Still at work whaaaaaaaahhhh","0","0"
"schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.","1","0"
" cut yourself a slice of cheese cake.. it makes everything better","1","0"
"Can today go any slower? Time is just dragging by.","0","1"
"Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!","0","0"
